id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-00127,VIV-00127,2026-07-01,Brasil,Vivienda,97,4,20.0,1820.0,1.0,0.3333,11.9793,359.38,3.7049,269.53,1468.94,BRL,0.1242,0.1399,0.242,0.494,noche,Moderado
REG-00128,VIV-00128,2026-07-01,Brasil,Vivienda,62,5,15.0,1745.0,1.0,0.3333,12.1207,363.62,5.8648,272.72,1486.32,BRL,0.1407,0.1638,0.2558,0.4396,noche,Moderado
REG-00129,COM-00129,2026-07-01,Argentina,Comercio,43,6,52.0,8145.0,1.0,0.6667,72.1083,2163.25,50.3081,1622.44,1541318.0,ARS,0.0772,0.3793,0.3789,0.1645,manana,Ineficiente
REG-00130,VIV-00130,2026-07-01,Peru,Vivienda,159,5,22.0,1680.0,1.0,0.6667,9.579,287.37,1.8074,215.53,808.24,PEN,0.1265,0.2042,0.2651,0.4042,noche,Moderado
REG-00131,VIV-00131,2026-07-01,Colombia,Vivienda,91,6,15.0,1575.0,1.0,0.6667,7.561,226.83,2.4926,170.12,697492.0,COP,0.1351,0.1653,0.2115,0.4881,noche,Eficiente
REG-00132,COM-00132,2026-07-01,Peru,Comercio,67,11,52.0,4450.0,1.0,1.0,39.612,1188.36,17.7367,891.27,3342.26,PEN,0.06,0.4129,0.4072,0.1198,manana,Moderado
REG-00133,VIV-00133,2026-07-01,Brasil,Vivienda,136,3,26.0,1910.0,1.0,0.3333,13.5263,405.79,2.9838,304.34,1658.65,BRL,0.0994,0.1578,0.1894,0.5534,noche,Ineficiente
REG-00134,VIV-00134,2026-07-01,Peru,Vivienda,67,4,19.0,1635.0,1.0,0.6667,8.8103,264.31,3.9449,198.23,743.36,PEN,0.114,0.2125,0.2762,0.3973,noche,Eficiente
REG-00135,VIV-00135,2026-07-01,Peru,Vivienda,84,6,16.0,1760.0,1.0,0.3333,12.4387,373.16,4.4424,279.87,1049.51,PEN,0.1559,0.1389,0.2719,0.4333,noche,Ineficiente
REG-00136,VIV-00136,2026-07-01,Colombia,Vivienda,133,4,20.0,1650.0,1.0,0.6667,7.8427,235.28,1.769,176.46,723486.0,COP,0.1592,0.1236,0.1892,0.5279,noche,Eficiente
REG-00137,VIV-00137,2026-07-01,Peru,Vivienda,107,2,15.0,1575.0,1.0,0.6667,7.7503,232.51,2.173,174.38,653.92,PEN,0.1386,0.12,0.2548,0.4866,noche,Eficiente
REG-00138,VIV-00138,2026-07-01,Brasil,Vivienda,79,4,26.0,1910.0,1.0,0.3333,13.494,404.82,5.1243,303.62,1654.73,BRL,0.0898,0.1378,0.2277,0.5447,noche,Ineficiente
REG-00139,VIV-00139,2026-07-01,Argentina,Vivienda,102,3,24.0,1710.0,1.0,0.6667,8.704,261.12,2.56,195.84,186048.0,ARS,0.1595,0.1756,0.2166,0.4482,noche,Eficiente
REG-00140,VIV-00140,2026-07-01,Peru,Vivienda,108,2,24.0,1880.0,1.0,0.3333,13.193,395.79,3.6647,296.84,1113.15,PEN,0.1176,0.1579,0.1814,0.5431,noche,Ineficiente
REG-00141,VIV-00141,2026-07-01,Chile,Vivienda,47,5,18.0,1790.0,1.0,0.3333,11.8513,355.54,7.5647,266.66,245327.2,CLP,0.1232,0.1686,0.2279,0.4803,noche,Moderado
REG-00142,VIV-00142,2026-07-01,Peru,Vivienda,53,2,19.0,1805.0,1.0,0.3333,12.0207,360.62,6.8042,270.47,1014.26,PEN,0.1234,0.1386,0.2131,0.5249,noche,Moderado
REG-00143,VIV-00143,2026-07-01,Argentina,Vivienda,125,2,19.0,1805.0,1.0,0.3333,12.5793,377.38,3.019,283.03,268878.5,ARS,0.0992,0.2055,0.2235,0.4719,noche,Ineficiente
REG-00144,VIV-00144,2026-07-01,Colombia,Vivienda,48,1,26.0,1910.0,1.0,0.3333,14.2393,427.18,8.8996,320.38,1313558.0,COP,0.123,0.1372,0.2475,0.4924,noche,Ineficiente
REG-00145,VIV-00145,2026-07-01,Argentina,Vivienda,109,5,18.0,1790.0,1.0,0.3333,11.9783,359.35,3.2968,269.51,256034.5,ARS,0.115,0.1666,0.2448,0.4736,noche,Moderado
REG-00146,VIV-00146,2026-07-01,Peru,Vivienda,114,3,25.0,1895.0,1.0,0.3333,12.363,370.89,3.2534,278.17,1043.14,PEN,0.1356,0.2077,0.247,0.4097,noche,Ineficiente
REG-00147,COM-00147,2026-07-01,Peru,Comercio,81,3,55.0,5600.0,1.0,0.6667,49.3127,1479.38,18.264,1109.54,4160.77,PEN,0.0695,0.3912,0.4222,0.1171,tarde,Moderado
REG-00148,VIV-00148,2026-07-01,Brasil,Vivienda,113,4,22.0,1680.0,1.0,0.6667,9.576,287.28,2.5423,215.46,1174.26,BRL,0.1398,0.1494,0.2268,0.484,noche,Moderado
REG-00149,COM-00149,2026-07-01,Argentina,Comercio,147,8,50.0,4015.0,1.0,0.6667,35.2977,1058.93,7.2036,794.2,754490.0,ARS,0.1182,0.4263,0.3751,0.0804,manana,Eficiente
REG-00150,VIV-00150,2026-07-01,Brasil,Vivienda,58,3,30.0,1800.0,1.0,0.6667,10.6433,319.3,5.5052,239.48,1305.17,BRL,0.1064,0.2027,0.2067,0.4842,noche,Moderado
REG-00151,VIV-00151,2026-07-01,Brasil,Vivienda,63,3,18.0,1620.0,1.0,0.6667,8.5753,257.26,4.0835,192.94,1051.52,BRL,0.0884,0.185,0.1982,0.5284,noche,Eficiente
REG-00152,VIV-00152,2026-07-01,Peru,Vivienda,105,1,20.0,1820.0,1.0,0.3333,12.4547,373.64,3.5585,280.23,1050.86,PEN,0.1169,0.1519,0.2776,0.4537,noche,Ineficiente
REG-00153,COM-00153,2026-07-01,Colombia,Comercio,52,10,53.0,8700.0,1.0,0.6667,78.132,2343.96,45.0762,1757.97,7207677.0,COP,0.1192,0.3568,0.4454,0.0786,tarde,Ineficiente
REG-00154,VIV-00154,2026-07-01,Mexico,Vivienda,98,2,20.0,1650.0,1.0,0.6667,9.0197,270.59,2.7611,202.94,3754.39,MXN,0.1177,0.1952,0.2225,0.4645,noche,Eficiente
REG-00155,VIV-00155,2026-07-01,Chile,Vivienda,100,6,13.0,1545.0,1.0,0.6667,7.511,225.33,2.2533,169.0,155480.0,CLP,0.1456,0.1325,0.2063,0.5156,noche,Eficiente
REG-00156,VIV-00156,2026-07-01,Brasil,Vivienda,51,3,30.0,1800.0,1.0,0.6667,11.0633,331.9,6.5078,248.92,1356.61,BRL,0.1402,0.148,0.2334,0.4785,noche,Moderado
REG-00157,VIV-00157,2026-07-01,Colombia,Vivienda,91,2,28.0,1940.0,1.0,0.3333,13.901,417.03,4.5827,312.77,1282357.0,COP,0.1286,0.2098,0.213,0.4486,noche,Ineficiente
REG-00158,VIV-00158,2026-07-01,Mexico,Vivienda,79,5,23.0,1865.0,1.0,0.3333,12.6697,380.09,4.8113,285.07,5273.8,MXN,0.1248,0.1655,0.1952,0.5145,noche,Ineficiente
REG-00159,COM-00159,2026-07-01,Peru,Comercio,89,3,65.0,7935.0,1.0,0.6667,69.381,2081.43,23.3869,1561.07,5854.01,PEN,0.0731,0.4205,0.4441,0.0624,tarde,Ineficiente
REG-00160,VIV-00160,2026-07-01,Chile,Vivienda,83,5,13.0,1545.0,1.0,0.6667,7.4383,223.15,2.6886,167.36,153971.2,CLP,0.136,0.1717,0.1974,0.4948,noche,Eficiente
REG-00161,VIV-00161,2026-07-01,Colombia,Vivienda,102,5,21.0,1835.0,1.0,0.3333,12.708,381.24,3.7376,285.93,1172313.0,COP,0.101,0.1583,0.1827,0.558,noche,Ineficiente
REG-00162,VIV-00162,2026-07-01,Brasil,Vivienda,58,1,12.0,1700.0,1.0,0.3333,11.6867,350.6,6.0448,262.95,1433.08,BRL,0.11,0.2034,0.2733,0.4132,noche,Moderado
REG-00163,VIV-00163,2026-07-01,Brasil,Vivienda,140,1,31.0,1985.0,1.0,0.3333,14.102,423.06,3.0219,317.3,1729.29,BRL,0.1316,0.1959,0.2651,0.4075,noche,Ineficiente
REG-00164,VIV-00164,2026-07-01,Argentina,Vivienda,48,2,27.0,1755.0,1.0,0.6667,10.0127,300.38,6.2579,225.28,214016.0,ARS,0.1043,0.1386,0.2114,0.5456,noche,Moderado
REG-00165,COM-00165,2026-07-01,Peru,Comercio,167,9,52.0,9285.0,1.0,0.5,94.3427,2830.28,16.9478,2122.71,7960.16,PEN,0.1186,0.4226,0.3986,0.0602,manana,Moderado
REG-00166,COM-00166,2026-07-01,Chile,Comercio,99,2,49.0,5375.0,1.0,1.0,47.3123,1419.37,14.3371,1064.53,979367.6,CLP,0.0942,0.3819,0.399,0.1249,tarde,Moderado
REG-00167,VIV-00167,2026-07-01,Chile,Vivienda,140,5,27.0,1755.0,1.0,0.6667,10.4963,314.89,2.2492,236.17,217276.4,CLP,0.1334,0.1488,0.2625,0.4552,noche,Moderado
REG-00168,VIV-00168,2026-07-01,Peru,Vivienda,73,2,27.0,1925.0,1.0,0.3333,12.6263,378.79,5.1889,284.09,1065.34,PEN,0.081,0.1745,0.2533,0.4912,noche,Ineficiente
REG-00169,VIV-00169,2026-07-01,Argentina,Vivienda,60,2,27.0,1755.0,1.0,0.6667,9.7987,293.96,4.8993,220.47,209446.5,ARS,0.1224,0.1637,0.2435,0.4704,noche,Moderado
REG-00170,VIV-00170,2026-07-01,Peru,Vivienda,93,4,13.0,1715.0,1.0,0.3333,11.7443,352.33,3.7885,264.25,990.94,PEN,0.1496,0.1614,0.2307,0.4583,noche,Moderado
REG-00171,VIV-00171,2026-07-01,Colombia,Vivienda,89,6,17.0,1775.0,1.0,0.3333,12.5287,375.86,4.2231,281.89,1155749.0,COP,0.1376,0.1214,0.2066,0.5344,noche,Ineficiente
REG-00172,VIV-00172,2026-07-01,Peru,Vivienda,96,5,32.0,1830.0,1.0,0.6667,9.567,287.01,2.9897,215.26,807.22,PEN,0.1576,0.1356,0.2515,0.4554,noche,Moderado
REG-00173,VIV-00173,2026-07-01,Chile,Vivienda,79,2,13.0,1545.0,1.0,0.6667,7.8293,234.88,2.9732,176.16,162067.2,CLP,0.128,0.1864,0.2659,0.4197,noche,Eficiente
REG-00174,VIV-00174,2026-07-01,Mexico,Vivienda,88,5,28.0,1940.0,1.0,0.3333,12.7427,382.28,4.3441,286.71,5304.13,MXN,0.0941,0.1281,0.2602,0.5176,noche,Ineficiente
REG-00175,VIV-00175,2026-07-01,Brasil,Vivienda,147,6,13.0,1715.0,1.0,0.3333,11.4657,343.97,2.3399,257.98,1405.99,BRL,0.1144,0.1423,0.2452,0.4982,noche,Moderado
REG-00176,VIV-00176,2026-07-01,Peru,Vivienda,111,4,21.0,1835.0,1.0,0.3333,12.8877,386.63,3.4832,289.97,1087.39,PEN,0.1289,0.1321,0.2241,0.5149,noche,Ineficiente
REG-00177,VIV-00177,2026-07-01,Brasil,Vivienda,127,3,18.0,1790.0,1.0,0.3333,12.9697,389.09,3.0637,291.82,1590.42,BRL,0.1291,0.1488,0.2685,0.4537,noche,Ineficiente
REG-00178,COM-00178,2026-07-01,Brasil,Comercio,186,5,32.0,4075.0,1.0,0.75,47.9063,1437.19,7.7268,1077.89,5874.5,BRL,0.0993,0.4266,0.3664,0.1077,manana,Eficiente
REG-00179,VIV-00179,2026-07-01,Mexico,Vivienda,57,6,17.0,1775.0,1.0,0.3333,12.27,368.1,6.4579,276.08,5107.48,MXN,0.1375,0.1561,0.1995,0.507,noche,Moderado
REG-00180,VIV-00180,2026-07-01,Mexico,Vivienda,57,3,27.0,1925.0,1.0,0.3333,13.3877,401.63,7.0461,301.22,5572.57,MXN,0.1449,0.124,0.1968,0.5343,noche,Ineficiente
REG-00181,VIV-00181,2026-07-01,Colombia,Vivienda,109,5,30.0,1970.0,1.0,0.3333,13.959,418.77,3.8419,314.08,1287728.0,COP,0.0867,0.1826,0.2591,0.4715,noche,Ineficiente
REG-00182,COM-00182,2026-07-01,Brasil,Comercio,92,5,27.0,3265.0,1.0,0.6667,28.1687,845.06,9.1854,633.79,3454.16,BRL,0.0823,0.3821,0.407,0.1286,tarde,Eficiente
REG-00183,VIV-00183,2026-07-01,Chile,Vivienda,48,2,28.0,1770.0,1.0,0.6667,10.098,302.94,6.3112,227.2,209024.0,CLP,0.1309,0.161,0.2741,0.434,noche,Moderado
REG-00184,COM-00184,2026-07-01,Chile,Comercio,138,10,37.0,8460.0,1.0,1.0,75.018,2250.54,16.3083,1687.9,1552868.0,CLP,0.1077,0.3946,0.3536,0.1441,manana,Moderado
REG-00185,COM-00185,2026-07-01,Argentina,Comercio,76,9,58.0,8640.0,1.0,0.6667,75.5543,2266.63,29.8241,1699.97,1614971.5,ARS,0.0789,0.4266,0.3548,0.1397,manana,Ineficiente
REG-00186,VIV-00186,2026-07-01,Peru,Vivienda,65,6,15.0,1575.0,1.0,0.6667,8.2573,247.72,3.8111,185.79,696.71,PEN,0.1519,0.1425,0.254,0.4516,noche,Eficiente
REG-00187,VIV-00187,2026-07-01,Chile,Vivienda,76,2,22.0,1850.0,1.0,0.3333,12.441,373.23,4.9109,279.92,257526.4,CLP,0.1325,0.2098,0.2344,0.4233,noche,Ineficiente
REG-00188,VIV-00188,2026-07-01,Argentina,Vivienda,110,6,31.0,1815.0,1.0,0.6667,9.0127,270.38,2.458,202.78,192641.0,ARS,0.1034,0.1772,0.2798,0.4396,noche,Eficiente
REG-00189,COM-00189,2026-07-01,Colombia,Comercio,33,10,58.0,8775.0,1.0,0.6667,76.5703,2297.11,69.6094,1722.83,7063603.0,COP,0.0751,0.4362,0.3921,0.0966,manana,Ineficiente
REG-00190,VIV-00190,2026-07-01,Chile,Vivienda,63,2,17.0,1605.0,1.0,0.6667,8.649,259.47,4.1186,194.6,179032.0,CLP,0.1101,0.1722,0.1998,0.5179,noche,Eficiente
REG-00191,VIV-00191,2026-07-01,Brasil,Vivienda,78,4,12.0,1530.0,1.0,0.6667,7.5497,226.49,2.9037,169.87,925.79,BRL,0.081,0.2077,0.2045,0.5068,noche,Eficiente
REG-00192,COM-00192,2026-07-01,Chile,Comercio,130,4,63.0,3670.0,1.0,0.6667,32.4473,973.42,7.4878,730.06,671655.2,CLP,0.1117,0.4217,0.3719,0.0947,manana,Eficiente
REG-00193,VIV-00193,2026-07-01,Mexico,Vivienda,54,5,21.0,1665.0,1.0,0.6667,8.2403,247.21,4.578,185.41,3430.09,MXN,0.0896,0.1546,0.196,0.5597,noche,Eficiente
REG-00194,VIV-00194,2026-07-01,Colombia,Vivienda,113,3,18.0,1790.0,1.0,0.3333,11.7937,353.81,3.1311,265.36,1087976.0,COP,0.1551,0.176,0.2196,0.4494,noche,Moderado
REG-00195,COM-00195,2026-07-01,Argentina,Comercio,64,11,54.0,4480.0,1.0,1.0,38.8717,1166.15,18.2211,874.61,830879.5,ARS,0.0995,0.4434,0.4015,0.0556,manana,Moderado
REG-00196,VIV-00196,2026-07-01,Brasil,Vivienda,103,3,31.0,1815.0,1.0,0.6667,10.6963,320.89,3.1154,240.67,1311.65,BRL,0.0864,0.1938,0.2565,0.4633,noche,Moderado
REG-00197,VIV-00197,2026-07-01,Chile,Vivienda,108,2,27.0,1925.0,1.0,0.3333,12.9413,388.24,3.5948,291.18,267885.6,CLP,0.1593,0.1765,0.244,0.4202,noche,Ineficiente
REG-00198,COM-00198,2026-07-01,Argentina,Comercio,50,7,45.0,9645.0,1.0,0.75,107.7057,3231.17,64.6234,2423.38,2302211.0,ARS,0.0968,0.38,0.4086,0.1146,tarde,Ineficiente
REG-00199,VIV-00199,2026-07-01,Peru,Vivienda,86,4,23.0,1865.0,1.0,0.3333,12.1593,364.78,4.2416,273.58,1025.92,PEN,0.1477,0.1442,0.2725,0.4357,noche,Moderado
REG-00200,COM-00200,2026-07-01,Peru,Comercio,126,7,57.0,7640.0,1.0,0.75,91.59,2747.7,21.8071,2060.77,7727.89,PEN,0.0818,0.3536,0.377,0.1876,tarde,Moderado
REG-00201,COM-00201,2026-07-01,Argentina,Comercio,138,7,35.0,3655.0,1.0,1.0,31.9907,959.72,6.9545,719.79,683800.5,ARS,0.0532,0.4305,0.3815,0.1349,manana,Eficiente
REG-00202,COM-00202,2026-07-01,Peru,Comercio,138,3,44.0,8355.0,1.0,0.75,85.8783,2576.35,18.6692,1932.26,7245.98,PEN,0.1115,0.385,0.3891,0.1143,tarde,Moderado
REG-00203,VIV-00203,2026-07-01,Chile,Vivienda,131,2,31.0,1985.0,1.0,0.3333,14.2587,427.76,3.2653,320.82,295154.4,CLP,0.0959,0.1768,0.2249,0.5024,noche,Ineficiente
REG-00204,VIV-00204,2026-07-01,Mexico,Vivienda,77,5,17.0,1775.0,1.0,0.3333,12.4613,373.84,4.8551,280.38,5187.03,MXN,0.0845,0.167,0.2273,0.5211,noche,Ineficiente
REG-00205,VIV-00205,2026-07-01,Peru,Vivienda,114,2,31.0,1815.0,1.0,0.6667,10.718,321.54,2.8205,241.16,904.35,PEN,0.1287,0.1904,0.2745,0.4064,noche,Moderado
REG-00206,COM-00206,2026-07-01,Argentina,Comercio,166,7,40.0,5915.0,1.0,0.6667,52.3293,1569.88,9.4571,1177.41,1118539.5,ARS,0.1004,0.394,0.4283,0.0773,tarde,Eficiente
REG-00207,COM-00207,2026-07-01,Brasil,Comercio,85,6,54.0,5990.0,1.0,0.6667,51.2573,1537.72,18.0908,1153.29,6285.43,BRL,0.1169,0.3592,0.3956,0.1284,tarde,Moderado
REG-00208,VIV-00208,2026-07-01,Mexico,Vivienda,115,3,19.0,1635.0,1.0,0.6667,8.461,253.83,2.2072,190.37,3521.85,MXN,0.1265,0.1541,0.2534,0.466,noche,Eficiente
REG-00209,VIV-00209,2026-07-01,Mexico,Vivienda,99,3,20.0,1820.0,1.0,0.3333,12.0253,360.76,3.644,270.57,5005.55,MXN,0.1489,0.2129,0.2503,0.388,noche,Moderado
REG-00210,VIV-00210,2026-07-01,Mexico,Vivienda,102,3,24.0,1880.0,1.0,0.3333,13.8697,416.09,4.0793,312.07,5773.3,MXN,0.1318,0.2027,0.2186,0.4469,noche,Ineficiente
REG-00211,VIV-00211,2026-07-01,Colombia,Vivienda,98,3,13.0,1715.0,1.0,0.3333,11.431,342.93,3.4993,257.2,1054520.0,COP,0.1098,0.1842,0.224,0.4819,noche,Moderado
REG-00212,VIV-00212,2026-07-01,Chile,Vivienda,108,5,29.0,1955.0,1.0,0.3333,14.3957,431.87,3.9988,323.9,297988.0,CLP,0.1516,0.1907,0.2679,0.3899,noche,Ineficiente
REG-00213,VIV-00213,2026-07-01,Argentina,Vivienda,73,2,30.0,1800.0,1.0,0.6667,11.1473,334.42,4.5811,250.81,238269.5,ARS,0.1047,0.1978,0.1867,0.5107,noche,Moderado
REG-00214,VIV-00214,2026-07-01,Colombia,Vivienda,101,5,23.0,1865.0,1.0,0.3333,12.6067,378.2,3.7446,283.65,1162965.0,COP,0.1587,0.1232,0.2293,0.4888,noche,Ineficiente
REG-00215,VIV-00215,2026-07-01,Argentina,Vivienda,132,4,21.0,1665.0,1.0,0.6667,7.8413,235.24,1.7821,176.43,167608.5,ARS,0.1483,0.1222,0.2564,0.473,noche,Eficiente
REG-00216,VIV-00216,2026-07-01,Argentina,Vivienda,82,6,12.0,1700.0,1.0,0.3333,11.532,345.96,4.219,259.47,246496.5,ARS,0.1405,0.1522,0.2348,0.4725,noche,Moderado
REG-00217,VIV-00217,2026-07-01,Brasil,Vivienda,70,6,21.0,1835.0,1.0,0.3333,12.5827,377.48,5.3926,283.11,1542.95,BRL,0.1436,0.1797,0.2141,0.4626,noche,Ineficiente
REG-00218,VIV-00218,2026-07-01,Chile,Vivienda,113,3,14.0,1560.0,1.0,0.6667,7.7437,232.31,2.0558,174.23,160291.6,CLP,0.0904,0.2064,0.2353,0.4679,noche,Eficiente
REG-00219,COM-00219,2026-07-01,Chile,Comercio,86,8,34.0,4510.0,1.0,0.75,50.8703,1526.11,17.7455,1144.58,1053013.6,CLP,0.0561,0.3566,0.44,0.1472,tarde,Moderado
REG-00220,VIV-00220,2026-07-01,Colombia,Vivienda,128,4,19.0,1805.0,1.0,0.3333,12.467,374.01,2.922,280.51,1150091.0,COP,0.0899,0.1479,0.2693,0.4929,noche,Ineficiente
REG-00221,COM-00221,2026-07-01,Colombia,Comercio,142,8,47.0,6890.0,1.0,0.75,73.2913,2198.74,15.4841,1649.05,6761105.0,COP,0.0783,0.4344,0.3773,0.11,manana,Moderado
REG-00222,COM-00222,2026-07-01,Chile,Comercio,185,3,27.0,5180.0,1.0,0.6667,45.3847,1361.54,7.3597,1021.15,939458.0,CLP,0.0553,0.401,0.3741,0.1696,manana,Eficiente
REG-00223,VIV-00223,2026-07-01,Peru,Vivienda,85,5,24.0,1880.0,1.0,0.3333,13.5,405.0,4.7647,303.75,1139.06,PEN,0.1126,0.1659,0.2488,0.4726,noche,Ineficiente
REG-00224,VIV-00224,2026-07-01,Colombia,Vivienda,110,2,12.0,1530.0,1.0,0.6667,7.1717,215.15,1.9559,161.36,661576.0,COP,0.1477,0.1763,0.2542,0.4218,noche,Eficiente
REG-00225,VIV-00225,2026-07-01,Argentina,Vivienda,92,4,12.0,1700.0,1.0,0.3333,11.151,334.53,3.6362,250.9,238355.0,ARS,0.1586,0.1498,0.2395,0.4521,noche,Moderado
REG-00226,VIV-00226,2026-07-01,Brasil,Vivienda,40,5,28.0,1770.0,1.0,0.6667,9.2557,277.67,6.9418,208.25,1134.96,BRL,0.1507,0.1429,0.2017,0.5047,noche,Moderado
REG-00227,VIV-00227,2026-07-01,Mexico,Vivienda,47,5,27.0,1925.0,1.0,0.3333,14.685,440.55,9.3734,330.41,6112.59,MXN,0.1255,0.2,0.2717,0.4028,noche,Ineficiente
REG-00228,COM-00228,2026-07-01,Mexico,Comercio,65,12,61.0,4720.0,1.0,0.6667,41.04,1231.2,18.9415,923.4,17082.9,MXN,0.0994,0.4171,0.4019,0.0817,manana,Moderado
REG-00229,VIV-00229,2026-07-01,Mexico,Vivienda,73,4,15.0,1575.0,1.0,0.6667,8.0973,242.92,3.3277,182.19,3370.51,MXN,0.1436,0.2198,0.2409,0.3957,noche,Eficiente
REG-00230,VIV-00230,2026-07-01,Colombia,Vivienda,119,2,22.0,1680.0,1.0,0.6667,9.444,283.32,2.3808,212.49,871209.0,COP,0.1244,0.1521,0.1911,0.5324,noche,Moderado
REG-00231,VIV-00231,2026-07-01,Chile,Vivienda,40,3,19.0,1805.0,1.0,0.3333,12.5207,375.62,9.3905,281.72,259182.4,CLP,0.1034,0.127,0.2708,0.4988,noche,Ineficiente
REG-00232,COM-00232,2026-07-01,Mexico,Comercio,200,6,48.0,4450.0,1.0,0.5,49.308,1479.24,7.3962,1109.43,20524.46,MXN,0.0578,0.3776,0.37,0.1947,manana,Eficiente
REG-00233,VIV-00233,2026-07-01,Brasil,Vivienda,100,2,16.0,1590.0,1.0,0.6667,8.0207,240.62,2.4062,180.47,983.56,BRL,0.1496,0.1205,0.2704,0.4595,noche,Eficiente
REG-00234,VIV-00234,2026-07-01,Mexico,Vivienda,40,4,28.0,1940.0,1.0,0.3333,12.622,378.66,9.4665,284.0,5254.0,MXN,0.1237,0.1465,0.2262,0.5036,noche,Ineficiente
REG-00235,VIV-00235,2026-07-01,Brasil,Vivienda,68,2,21.0,1665.0,1.0,0.6667,9.1667,275.0,4.0441,206.25,1124.06,BRL,0.1226,0.1965,0.2387,0.4423,noche,Eficiente
REG-00236,COM-00236,2026-07-01,Colombia,Comercio,91,2,36.0,7365.0,1.0,1.0,67.087,2012.61,22.1166,1509.46,6188786.0,COP,0.1176,0.4469,0.3873,0.0482,manana,Moderado
REG-00237,VIV-00237,2026-07-01,Mexico,Vivienda,107,3,29.0,1955.0,1.0,0.3333,14.0557,421.67,3.9408,316.25,5850.62,MXN,0.1158,0.1444,0.2095,0.5303,noche,Ineficiente
REG-00238,VIV-00238,2026-07-01,Colombia,Vivienda,115,3,30.0,1970.0,1.0,0.3333,12.783,383.49,3.3347,287.62,1179242.0,COP,0.1173,0.1682,0.2075,0.507,noche,Ineficiente
REG-00239,VIV-00239,2026-07-01,Argentina,Vivienda,74,4,22.0,1850.0,1.0,0.3333,13.41,402.3,5.4365,301.73,286643.5,ARS,0.1152,0.1724,0.2787,0.4336,noche,Ineficiente
REG-00240,COM-00240,2026-07-01,Peru,Comercio,150,12,44.0,8835.0,1.0,1.0,76.9493,2308.48,15.3899,1731.36,6492.6,PEN,0.0744,0.4242,0.3876,0.1139,manana,Moderado
REG-00241,VIV-00241,2026-07-01,Chile,Vivienda,79,1,18.0,1620.0,1.0,0.6667,7.884,236.52,2.9939,177.39,163198.8,CLP,0.1375,0.1604,0.2245,0.4776,noche,Eficiente
REG-00242,VIV-00242,2026-07-01,Colombia,Vivienda,104,1,19.0,1805.0,1.0,0.3333,12.4923,374.77,3.6036,281.08,1152428.0,COP,0.1147,0.1852,0.2453,0.4547,noche,Ineficiente
REG-00243,VIV-00243,2026-07-01,Argentina,Vivienda,128,3,29.0,1955.0,1.0,0.3333,13.1647,394.94,3.0855,296.2,281390.0,ARS,0.0922,0.1571,0.186,0.5646,noche,Ineficiente
REG-00244,VIV-00244,2026-07-01,Argentina,Vivienda,94,4,23.0,1865.0,1.0,0.3333,13.2963,398.89,4.2435,299.17,284211.5,ARS,0.1319,0.1463,0.2552,0.4666,noche,Ineficiente
REG-00245,COM-00245,2026-07-01,Colombia,Comercio,162,3,65.0,8670.0,1.0,0.5,87.812,2634.36,16.2615,1975.77,8100657.0,COP,0.0575,0.4008,0.4275,0.1142,tarde,Moderado
REG-00246,COM-00246,2026-07-01,Chile,Comercio,31,5,40.0,3460.0,1.0,1.0,29.0027,870.08,28.0671,652.56,600355.2,CLP,0.1079,0.4479,0.4,0.0442,manana,Ineficiente
REG-00247,VIV-00247,2026-07-01,Brasil,Vivienda,91,4,16.0,1760.0,1.0,0.3333,12.26,367.8,4.0418,275.85,1503.38,BRL,0.0875,0.1251,0.2572,0.5301,noche,Moderado
REG-00248,COM-00248,2026-07-01,Peru,Comercio,191,11,55.0,4495.0,1.0,0.6667,39.4887,1184.66,6.2024,888.5,3331.88,PEN,0.088,0.3675,0.382,0.1625,tarde,Eficiente
REG-00249,VIV-00249,2026-07-01,Brasil,Vivienda,104,2,24.0,1880.0,1.0,0.3333,13.6617,409.85,3.9409,307.39,1675.28,BRL,0.1221,0.1827,0.2043,0.4909,noche,Ineficiente
REG-00250,VIV-00250,2026-07-01,Mexico,Vivienda,106,6,28.0,1940.0,1.0,0.3333,14.252,427.56,4.0336,320.67,5932.4,MXN,0.0806,0.1769,0.2728,0.4697,noche,Ineficiente
REG-00251,COM-00251,2026-07-01,Colombia,Comercio,33,11,54.0,6665.0,1.0,1.0,56.7297,1701.89,51.5724,1276.42,5233322.0,COP,0.1006,0.389,0.3646,0.1459,manana,Ineficiente
REG-00252,VIV-00252,2026-07-01,Colombia,Vivienda,114,5,24.0,1710.0,1.0,0.6667,9.4233,282.7,2.4798,212.02,869282.0,COP,0.1417,0.1898,0.2118,0.4567,noche,Moderado
REG-00253,VIV-00253,2026-07-01,Argentina,Vivienda,94,2,14.0,1730.0,1.0,0.3333,11.3953,341.86,3.6368,256.39,243570.5,ARS,0.0882,0.1851,0.2516,0.4751,noche,Moderado
REG-00254,VIV-00254,2026-07-01,Peru,Vivienda,92,3,24.0,1710.0,1.0,0.6667,8.8393,265.18,2.8824,198.88,745.8,PEN,0.0968,0.137,0.2545,0.5117,noche,Eficiente
