id_registro,id_inmueble,anio_mes_dd,pais_ubicacion,tipo_establecimiento,categoria_comercio,superficie_m2,habitantes_empleados,total_equipos,potencia_total_watts,tiene_inverter,porcentaje_inverter,consumo_kwh_dia,consumo_kwh_mes,intensidad_energetica_kwh_m2,costo_factura_usd,costo_factura_moneda_local,codigo_moneda,pct_dist_madrugada,pct_dist_manana,pct_dist_tarde,pct_dist_noche,franja_pico_dominante,efficiency_label
REG-00119,VIV-00118,2026-07-01,Mexico,Vivienda,No Aplica,105,5,23.0,1695.0,1.0,0.6667,8.1453,244.36,2.3272,183.27,3390.5,MXN,0.1194,0.1638,0.246,0.4708,noche,Ineficiente
REG-00120,VIV-00119,2026-07-01,Colombia,Vivienda,No Aplica,53,3,15.0,1745.0,1.0,0.3333,11.7407,352.22,6.6457,264.17,1083097.0,COP,0.115,0.1593,0.2164,0.5093,noche,Ineficiente
REG-00121,VIV-00120,2026-07-01,Mexico,Vivienda,No Aplica,69,3,31.0,1985.0,1.0,0.3333,12.3793,371.38,5.3823,278.53,5152.8,MXN,0.1234,0.1684,0.204,0.5043,noche,Ineficiente
REG-00122,VIV-00121,2026-07-01,Peru,Vivienda,No Aplica,61,6,15.0,1575.0,1.0,0.6667,7.407,222.21,3.6428,166.66,624.98,PEN,0.1261,0.1964,0.2484,0.4292,noche,Ineficiente
REG-00123,COM-00122,2026-07-01,Colombia,Comercio,Categoria A,81,11,24.0,1845.0,1.0,1.0,14.6,438.0,5.4074,328.5,1346850.0,COP,0.0386,0.4966,0.3873,0.0775,manana,Eficiente
REG-00124,COM-00123,2026-07-01,Argentina,Comercio,Categoria C,41,6,27.0,1875.0,1.0,0.5,38.1637,1144.91,27.9246,858.68,815746.0,ARS,0.264,0.2403,0.2771,0.2186,tarde,Eficiente
REG-00125,VIV-00124,2026-07-01,Chile,Vivienda,No Aplica,40,5,30.0,1800.0,1.0,0.6667,8.493,254.79,6.3698,191.09,175802.8,CLP,0.0968,0.1462,0.1845,0.5725,noche,Ineficiente
REG-00126,VIV-00125,2026-07-01,Peru,Vivienda,No Aplica,101,6,29.0,1955.0,1.0,0.3333,12.4317,372.95,3.6926,279.71,1048.91,PEN,0.1189,0.1677,0.2164,0.497,noche,Ineficiente
REG-00127,VIV-00126,2026-07-01,Chile,Vivienda,No Aplica,107,6,26.0,1740.0,1.0,0.6667,8.5247,255.74,2.3901,191.81,176465.2,CLP,0.1476,0.1714,0.2515,0.4296,noche,Ineficiente
REG-00128,COM-00127,2026-07-01,Peru,Comercio,Categoria C,31,8,21.0,3255.0,1.0,0.5,73.5223,2205.67,71.1506,1654.25,6203.44,PEN,0.2628,0.244,0.2706,0.2226,tarde,Moderado
REG-00129,VIV-00128,2026-07-01,Argentina,Vivienda,No Aplica,112,3,19.0,1635.0,1.0,0.6667,7.979,239.37,2.1372,179.53,170553.5,ARS,0.1242,0.1868,0.2558,0.4333,noche,Ineficiente
REG-00130,VIV-00129,2026-07-01,Argentina,Vivienda,No Aplica,70,2,31.0,1985.0,1.0,0.3333,13.0407,391.22,5.5889,293.42,278749.0,ARS,0.0917,0.1991,0.1993,0.5099,noche,Ineficiente
REG-00131,COM-00130,2026-07-01,Brasil,Comercio,Categoria A,48,10,39.0,1935.0,1.0,1.0,14.223,426.69,8.8894,320.02,1744.11,BRL,0.0678,0.4325,0.4581,0.0415,tarde,Moderado
REG-00132,COM-00131,2026-07-01,Peru,Comercio,Categoria C,42,8,21.0,2520.0,1.0,0.5,55.5443,1666.33,39.6745,1249.75,4686.56,PEN,0.2431,0.2248,0.2681,0.264,tarde,Eficiente
REG-00133,VIV-00132,2026-07-01,Peru,Vivienda,No Aplica,110,1,29.0,1955.0,1.0,0.3333,12.298,368.94,3.354,276.7,1037.62,PEN,0.0911,0.1401,0.2616,0.5072,noche,Ineficiente
REG-00134,VIV-00133,2026-07-01,Brasil,Vivienda,No Aplica,67,6,20.0,1820.0,1.0,0.3333,12.1387,364.16,5.4352,273.12,1488.5,BRL,0.1577,0.2055,0.2556,0.3812,noche,Ineficiente
REG-00135,VIV-00134,2026-07-01,Mexico,Vivienda,No Aplica,86,6,24.0,1880.0,1.0,0.3333,12.0547,361.64,4.2051,271.23,5017.76,MXN,0.1535,0.162,0.2474,0.4371,noche,Ineficiente
REG-00136,COM-00135,2026-07-01,Chile,Comercio,Categoria B,57,10,29.0,9375.0,1.0,0.6667,76.4073,2292.22,40.2144,1719.16,1581627.2,CLP,0.0649,0.2462,0.4994,0.1895,tarde,Moderado
REG-00137,VIV-00136,2026-07-01,Argentina,Vivienda,No Aplica,91,6,25.0,1725.0,1.0,0.6667,8.4937,254.81,2.8001,191.11,181554.5,ARS,0.1276,0.1868,0.2143,0.4714,noche,Ineficiente
REG-00138,VIV-00137,2026-07-01,Argentina,Vivienda,No Aplica,107,6,20.0,1650.0,1.0,0.6667,7.9993,239.98,2.2428,179.98,170981.0,ARS,0.1226,0.1593,0.1851,0.533,noche,Ineficiente
REG-00139,VIV-00138,2026-07-01,Peru,Vivienda,No Aplica,95,1,32.0,1830.0,1.0,0.6667,8.6897,260.69,2.7441,195.52,733.2,PEN,0.1407,0.1292,0.2349,0.4952,noche,Ineficiente
REG-00140,VIV-00139,2026-07-01,Brasil,Vivienda,No Aplica,71,2,25.0,1725.0,1.0,0.6667,8.6557,259.67,3.6573,194.75,1061.39,BRL,0.1195,0.1524,0.2732,0.4549,noche,Ineficiente
REG-00141,COM-00140,2026-07-01,Peru,Comercio,Categoria C,59,4,19.0,1755.0,1.0,0.5,37.8897,1136.69,19.2659,852.52,3196.95,PEN,0.2689,0.2431,0.2654,0.2227,madrugada,Eficiente
REG-00142,VIV-00141,2026-07-01,Mexico,Vivienda,No Aplica,119,2,17.0,1775.0,1.0,0.3333,11.8853,356.56,2.9963,267.42,4947.27,MXN,0.1504,0.1279,0.2368,0.485,noche,Ineficiente
REG-00143,VIV-00142,2026-07-01,Chile,Vivienda,No Aplica,98,3,13.0,1715.0,1.0,0.3333,11.0433,331.3,3.3806,248.48,228601.6,CLP,0.0947,0.1859,0.22,0.4994,noche,Ineficiente
REG-00144,VIV-00143,2026-07-01,Chile,Vivienda,No Aplica,83,2,17.0,1775.0,1.0,0.3333,11.8697,356.09,4.2902,267.07,245704.4,CLP,0.1347,0.1925,0.2303,0.4425,noche,Ineficiente
REG-00145,COM-00144,2026-07-01,Peru,Comercio,Categoria C,58,9,31.0,1935.0,1.0,0.5,38.8927,1166.78,20.1169,875.09,3281.59,PEN,0.2727,0.2751,0.2652,0.1869,manana,Eficiente
REG-00146,VIV-00145,2026-07-01,Peru,Vivienda,No Aplica,94,6,28.0,1770.0,1.0,0.6667,8.815,264.45,2.8133,198.34,743.77,PEN,0.1076,0.1323,0.1925,0.5676,noche,Ineficiente
REG-00147,VIV-00146,2026-07-01,Brasil,Vivienda,No Aplica,68,4,20.0,1820.0,1.0,0.3333,12.3573,370.72,5.4518,278.04,1515.32,BRL,0.0975,0.1301,0.1968,0.5757,noche,Ineficiente
REG-00148,VIV-00147,2026-07-01,Brasil,Vivienda,No Aplica,119,5,18.0,1790.0,1.0,0.3333,11.9977,359.93,3.0246,269.95,1471.23,BRL,0.0904,0.1727,0.2348,0.5021,noche,Ineficiente
REG-00149,VIV-00148,2026-07-01,Colombia,Vivienda,No Aplica,85,1,13.0,1545.0,1.0,0.6667,7.4087,222.26,2.6148,166.69,683429.0,COP,0.1584,0.1954,0.2343,0.412,noche,Ineficiente
REG-00150,COM-00149,2026-07-01,Brasil,Comercio,Categoria A,41,2,31.0,735.0,1.0,1.0,4.7053,141.16,3.4429,105.87,576.99,BRL,0.0379,0.4163,0.4333,0.1126,tarde,Eficiente
REG-00151,VIV-00150,2026-07-01,Mexico,Vivienda,No Aplica,92,5,22.0,1680.0,1.0,0.6667,8.331,249.93,2.7166,187.45,3467.82,MXN,0.1106,0.1831,0.2079,0.4983,noche,Ineficiente
REG-00152,COM-00151,2026-07-01,Argentina,Comercio,Categoria B,148,11,14.0,9150.0,1.0,0.3333,75.0697,2252.09,15.2168,1689.07,1604616.5,ARS,0.0695,0.3196,0.4205,0.1904,tarde,Eficiente
REG-00153,VIV-00152,2026-07-01,Argentina,Vivienda,No Aplica,91,6,15.0,1575.0,1.0,0.6667,7.1847,215.54,2.3686,161.66,153577.0,ARS,0.1104,0.1914,0.21,0.4882,noche,Ineficiente
REG-00154,VIV-00153,2026-07-01,Chile,Vivienda,No Aplica,133,5,28.0,1940.0,1.0,0.3333,12.306,369.18,2.7758,276.88,254729.6,CLP,0.1,0.1473,0.2219,0.5309,noche,Ineficiente
REG-00155,VIV-00154,2026-07-01,Mexico,Vivienda,No Aplica,88,6,20.0,1650.0,1.0,0.6667,7.9967,239.9,2.7261,179.93,3328.7,MXN,0.1129,0.1928,0.216,0.4783,noche,Ineficiente
REG-00156,COM-00155,2026-07-01,Brasil,Comercio,Categoria A,89,4,16.0,780.0,1.0,1.0,6.0367,181.1,2.0348,135.82,740.22,BRL,0.0342,0.4627,0.3874,0.1157,manana,Eficiente
REG-00157,VIV-00156,2026-07-01,Brasil,Vivienda,No Aplica,99,3,17.0,1775.0,1.0,0.3333,11.3813,341.44,3.4489,256.08,1395.64,BRL,0.1208,0.2072,0.2433,0.4287,noche,Ineficiente
REG-00158,VIV-00157,2026-07-01,Brasil,Vivienda,No Aplica,82,4,31.0,1985.0,1.0,0.3333,12.91,387.3,4.7232,290.48,1583.12,BRL,0.0996,0.1736,0.2371,0.4896,noche,Ineficiente
REG-00159,COM-00158,2026-07-01,Colombia,Comercio,Categoria C,34,5,26.0,2595.0,1.0,0.5,56.7083,1701.25,50.0368,1275.94,5231354.0,COP,0.2345,0.2418,0.2207,0.303,noche,Eficiente
REG-00160,COM-00159,2026-07-01,Argentina,Comercio,Categoria B,99,11,34.0,9450.0,1.0,0.6667,76.9653,2308.96,23.3228,1731.72,1645134.0,ARS,0.0632,0.2382,0.4249,0.2738,tarde,Eficiente
REG-00161,VIV-00160,2026-07-01,Mexico,Vivienda,No Aplica,150,3,24.0,1710.0,1.0,0.6667,8.4003,252.01,1.6801,189.01,3496.68,MXN,0.1013,0.1505,0.2047,0.5435,noche,Ineficiente
REG-00162,VIV-00161,2026-07-01,Chile,Vivienda,No Aplica,58,4,26.0,1740.0,1.0,0.6667,8.9063,267.19,4.6067,200.39,184358.8,CLP,0.1517,0.1965,0.222,0.4298,noche,Ineficiente
REG-00163,VIV-00162,2026-07-01,Peru,Vivienda,No Aplica,94,2,26.0,1910.0,1.0,0.3333,12.3457,370.37,3.9401,277.78,1041.67,PEN,0.1579,0.1965,0.2311,0.4144,noche,Ineficiente
REG-00164,VIV-00163,2026-07-01,Colombia,Vivienda,No Aplica,98,2,24.0,1710.0,1.0,0.6667,8.6247,258.74,2.6402,194.06,795646.0,COP,0.1257,0.148,0.1972,0.529,noche,Ineficiente
REG-00165,VIV-00164,2026-07-01,Mexico,Vivienda,No Aplica,40,2,25.0,1725.0,1.0,0.6667,7.9277,237.83,5.9458,178.37,3299.85,MXN,0.105,0.1519,0.2567,0.4865,noche,Ineficiente
REG-00166,VIV-00165,2026-07-01,Chile,Vivienda,No Aplica,106,1,26.0,1910.0,1.0,0.3333,12.3203,369.61,3.4869,277.21,255033.2,CLP,0.1245,0.1812,0.2368,0.4576,noche,Ineficiente
REG-00167,VIV-00166,2026-07-01,Peru,Vivienda,No Aplica,69,3,22.0,1850.0,1.0,0.3333,12.078,362.34,5.2513,271.75,1019.06,PEN,0.0992,0.1775,0.2003,0.523,noche,Ineficiente
REG-00168,VIV-00167,2026-07-01,Chile,Vivienda,No Aplica,94,5,15.0,1575.0,1.0,0.6667,7.136,214.08,2.2774,160.56,147715.2,CLP,0.1303,0.1254,0.252,0.4924,noche,Ineficiente
REG-00169,COM-00168,2026-07-01,Colombia,Comercio,Categoria C,59,6,26.0,1860.0,1.0,0.5,37.9477,1138.43,19.2954,853.82,3500662.0,COP,0.2681,0.2606,0.2721,0.1992,tarde,Eficiente
REG-00170,COM-00169,2026-07-01,Colombia,Comercio,Categoria B,107,2,31.0,9405.0,1.0,0.3333,76.11,2283.3,21.3393,1712.48,7021168.0,COP,0.0461,0.2321,0.4599,0.2619,tarde,Eficiente
REG-00171,VIV-00170,2026-07-01,Chile,Vivienda,No Aplica,59,5,22.0,1850.0,1.0,0.3333,11.787,353.61,5.9934,265.21,243993.2,CLP,0.1426,0.2128,0.1825,0.462,noche,Ineficiente
REG-00172,VIV-00171,2026-07-01,Colombia,Vivienda,No Aplica,139,5,22.0,1680.0,1.0,0.6667,7.926,237.78,1.7106,178.34,731194.0,COP,0.1401,0.1569,0.2739,0.4292,noche,Ineficiente
REG-00173,VIV-00172,2026-07-01,Mexico,Vivienda,No Aplica,92,6,17.0,1775.0,1.0,0.3333,11.532,345.96,3.7604,259.47,4800.2,MXN,0.1212,0.2111,0.2705,0.3972,noche,Ineficiente
REG-00174,VIV-00173,2026-07-01,Chile,Vivienda,No Aplica,86,3,17.0,1775.0,1.0,0.3333,11.8697,356.09,4.1406,267.07,245704.4,CLP,0.1442,0.1276,0.2015,0.5267,noche,Ineficiente
REG-00175,VIV-00174,2026-07-01,Peru,Vivienda,No Aplica,90,3,21.0,1835.0,1.0,0.3333,12.1863,365.59,4.0621,274.19,1028.21,PEN,0.1222,0.1656,0.1962,0.516,noche,Ineficiente
REG-00176,VIV-00175,2026-07-01,Peru,Vivienda,No Aplica,87,6,14.0,1560.0,1.0,0.6667,7.083,212.49,2.4424,159.37,597.64,PEN,0.0851,0.1977,0.274,0.4431,noche,Ineficiente
REG-00177,VIV-00176,2026-07-01,Argentina,Vivienda,No Aplica,110,2,16.0,1590.0,1.0,0.6667,7.7537,232.61,2.1146,174.46,165737.0,ARS,0.1582,0.2011,0.239,0.4017,noche,Ineficiente
REG-00178,COM-00177,2026-07-01,Argentina,Comercio,Categoria C,64,11,21.0,3255.0,1.0,0.5,73.933,2217.99,34.6561,1663.49,1580315.5,ARS,0.2446,0.2763,0.24,0.239,manana,Eficiente
REG-00179,VIV-00178,2026-07-01,Chile,Vivienda,No Aplica,58,1,16.0,1590.0,1.0,0.6667,7.378,221.34,3.8162,166.0,152720.0,CLP,0.1068,0.1549,0.1804,0.5579,noche,Ineficiente
REG-00180,COM-00179,2026-07-01,Peru,Comercio,Categoria B,97,8,20.0,9240.0,1.0,0.6667,75.6943,2270.83,23.4106,1703.12,6386.7,PEN,0.092,0.2418,0.4613,0.2049,tarde,Eficiente
REG-00181,VIV-00180,2026-07-01,Mexico,Vivienda,No Aplica,76,6,23.0,1695.0,1.0,0.6667,8.1077,243.23,3.2004,182.42,3374.77,MXN,0.1587,0.1502,0.249,0.4421,noche,Ineficiente
REG-00182,VIV-00181,2026-07-01,Brasil,Vivienda,No Aplica,63,2,24.0,1880.0,1.0,0.3333,12.4243,372.73,5.9163,279.55,1523.55,BRL,0.125,0.1855,0.2549,0.4346,noche,Ineficiente
REG-00183,VIV-00182,2026-07-01,Colombia,Vivienda,No Aplica,84,2,32.0,1830.0,1.0,0.6667,8.3927,251.78,2.9974,188.84,774244.0,COP,0.091,0.1452,0.2562,0.5076,noche,Ineficiente
REG-00184,VIV-00183,2026-07-01,Chile,Vivienda,No Aplica,121,1,31.0,1815.0,1.0,0.6667,8.3993,251.98,2.0825,188.98,173861.6,CLP,0.1481,0.1676,0.1856,0.4988,noche,Ineficiente
REG-00185,VIV-00184,2026-07-01,Chile,Vivienda,No Aplica,100,1,19.0,1805.0,1.0,0.3333,11.8523,355.57,3.5557,266.68,245345.6,CLP,0.1502,0.1592,0.214,0.4766,noche,Ineficiente
REG-00186,COM-00185,2026-07-01,Chile,Comercio,Categoria B,80,6,22.0,9270.0,1.0,0.3333,75.4877,2264.63,28.3079,1698.47,1562592.4,CLP,0.0923,0.305,0.4984,0.1043,tarde,Eficiente
REG-00187,VIV-00186,2026-07-01,Mexico,Vivienda,No Aplica,65,3,31.0,1985.0,1.0,0.3333,12.823,384.69,5.9183,288.52,5337.62,MXN,0.1114,0.1899,0.1899,0.5088,noche,Ineficiente
REG-00188,VIV-00187,2026-07-01,Argentina,Vivienda,No Aplica,67,1,19.0,1635.0,1.0,0.6667,7.655,229.65,3.4276,172.24,163628.0,ARS,0.0818,0.2181,0.1814,0.5186,noche,Ineficiente
REG-00189,VIV-00188,2026-07-01,Chile,Vivienda,No Aplica,80,4,15.0,1745.0,1.0,0.3333,11.4753,344.26,4.3032,258.19,237534.8,CLP,0.1413,0.1929,0.2415,0.4243,noche,Ineficiente
REG-00190,VIV-00189,2026-07-01,Colombia,Vivienda,No Aplica,74,1,21.0,1665.0,1.0,0.6667,8.0723,242.17,3.2726,181.63,744683.0,COP,0.148,0.1396,0.2398,0.4726,noche,Ineficiente
REG-00191,VIV-00190,2026-07-01,Brasil,Vivienda,No Aplica,68,4,15.0,1575.0,1.0,0.6667,7.2063,216.19,3.1793,162.14,883.66,BRL,0.1265,0.144,0.2422,0.4873,noche,Ineficiente
REG-00192,COM-00191,2026-07-01,Mexico,Comercio,Categoria C,76,2,24.0,2565.0,1.0,0.5,56.394,1691.82,22.2608,1268.87,23474.09,MXN,0.2407,0.227,0.227,0.3052,noche,Eficiente
REG-00193,VIV-00192,2026-07-01,Mexico,Vivienda,No Aplica,94,5,17.0,1605.0,1.0,0.6667,7.7333,232.0,2.4681,174.0,3219.0,MXN,0.1578,0.1353,0.1991,0.5078,noche,Ineficiente
REG-00194,VIV-00193,2026-07-01,Argentina,Vivienda,No Aplica,86,1,27.0,1755.0,1.0,0.6667,8.7937,263.81,3.0676,197.86,187967.0,ARS,0.0998,0.15,0.2514,0.4989,noche,Ineficiente
REG-00195,VIV-00194,2026-07-01,Argentina,Vivienda,No Aplica,105,4,15.0,1745.0,1.0,0.3333,11.6137,348.41,3.3182,261.31,248244.5,ARS,0.1473,0.1922,0.2685,0.392,noche,Ineficiente
REG-00196,VIV-00195,2026-07-01,Peru,Vivienda,No Aplica,100,2,21.0,1665.0,1.0,0.6667,8.2633,247.9,2.479,185.93,697.24,PEN,0.1388,0.2129,0.2675,0.3808,noche,Ineficiente
REG-00197,VIV-00196,2026-07-01,Argentina,Vivienda,No Aplica,81,3,17.0,1775.0,1.0,0.3333,11.8157,354.47,4.3762,265.85,252557.5,ARS,0.0893,0.1996,0.2043,0.5069,noche,Ineficiente
REG-00198,VIV-00197,2026-07-01,Argentina,Vivienda,No Aplica,99,6,24.0,1710.0,1.0,0.6667,8.0967,242.9,2.4535,182.18,173071.0,ARS,0.0911,0.1858,0.2741,0.449,noche,Ineficiente
REG-00199,VIV-00198,2026-07-01,Argentina,Vivienda,No Aplica,128,5,23.0,1865.0,1.0,0.3333,12.7107,381.32,2.9791,285.99,271690.5,ARS,0.0912,0.1601,0.2549,0.4938,noche,Ineficiente
REG-00200,COM-00199,2026-07-01,Peru,Comercio,Categoria C,59,10,22.0,1800.0,1.0,0.5,37.59,1127.7,19.1136,845.78,3171.67,PEN,0.2424,0.2577,0.2365,0.2635,noche,Eficiente
REG-00201,COM-00200,2026-07-01,Argentina,Comercio,Categoria A,35,6,21.0,1125.0,1.0,1.0,8.8673,266.02,7.6006,199.51,189534.5,ARS,0.0368,0.4022,0.4151,0.1459,tarde,Eficiente
REG-00202,COM-00201,2026-07-01,Peru,Comercio,Categoria C,27,12,18.0,3210.0,1.0,0.5,73.1717,2195.15,81.3019,1646.36,6173.85,PEN,0.2635,0.231,0.27,0.2355,tarde,Moderado
REG-00203,VIV-00202,2026-07-01,Colombia,Vivienda,No Aplica,47,6,30.0,1800.0,1.0,0.6667,8.5937,257.81,5.4853,193.36,792776.0,COP,0.1455,0.1479,0.1904,0.5162,noche,Ineficiente
REG-00204,COM-00203,2026-07-01,Colombia,Comercio,Categoria C,62,4,20.0,2505.0,1.0,0.5,55.5043,1665.13,26.8569,1248.85,5120285.0,COP,0.2509,0.2442,0.2581,0.2468,tarde,Eficiente
REG-00205,VIV-00204,2026-07-01,Mexico,Vivienda,No Aplica,77,2,29.0,1955.0,1.0,0.3333,13.2577,397.73,5.1653,298.3,5518.55,MXN,0.1242,0.1889,0.228,0.4589,noche,Ineficiente
REG-00206,COM-00205,2026-07-01,Brasil,Comercio,Categoria B,115,12,16.0,9180.0,1.0,0.6667,75.4023,2262.07,19.6702,1696.55,9246.2,BRL,0.1042,0.2928,0.4853,0.1177,tarde,Eficiente
REG-00207,COM-00206,2026-07-01,Argentina,Comercio,Categoria A,94,5,31.0,1140.0,1.0,1.0,8.024,240.72,2.5609,180.54,171513.0,ARS,0.0712,0.4714,0.4353,0.022,manana,Eficiente
REG-00208,VIV-00207,2026-07-01,Brasil,Vivienda,No Aplica,80,5,28.0,1770.0,1.0,0.6667,8.3273,249.82,3.1228,187.37,1021.17,BRL,0.0866,0.219,0.1801,0.5142,noche,Ineficiente
REG-00209,VIV-00208,2026-07-01,Colombia,Vivienda,No Aplica,73,4,19.0,1635.0,1.0,0.6667,7.5353,226.06,3.0967,169.55,695155.0,COP,0.0925,0.1998,0.278,0.4297,noche,Ineficiente
REG-00210,COM-00209,2026-07-01,Peru,Comercio,Categoria A,61,11,35.0,2010.0,1.0,1.0,15.666,469.98,7.7046,352.49,1321.84,PEN,0.0781,0.4242,0.4122,0.0855,manana,Eficiente
REG-00211,VIV-00210,2026-07-01,Argentina,Vivienda,No Aplica,74,6,32.0,1830.0,1.0,0.6667,8.4197,252.59,3.4134,189.44,179968.0,ARS,0.1089,0.1322,0.221,0.5379,noche,Ineficiente
REG-00212,VIV-00211,2026-07-01,Argentina,Vivienda,No Aplica,72,3,21.0,1665.0,1.0,0.6667,7.8613,235.84,3.2756,176.88,168036.0,ARS,0.1244,0.2062,0.2791,0.3902,noche,Ineficiente
REG-00213,VIV-00212,2026-07-01,Argentina,Vivienda,No Aplica,91,3,20.0,1820.0,1.0,0.3333,11.72,351.6,3.8637,263.7,250515.0,ARS,0.1196,0.1316,0.2503,0.4985,noche,Ineficiente
REG-00214,VIV-00213,2026-07-01,Chile,Vivienda,No Aplica,49,2,28.0,1770.0,1.0,0.6667,8.425,252.75,5.1582,189.56,174395.2,CLP,0.1488,0.1436,0.2012,0.5064,noche,Ineficiente
REG-00215,COM-00214,2026-07-01,Peru,Comercio,Categoria A,55,11,28.0,1905.0,1.0,1.0,14.809,444.27,8.0776,333.2,1249.5,PEN,0.0622,0.4391,0.4439,0.0547,tarde,Moderado
REG-00216,VIV-00215,2026-07-01,Peru,Vivienda,No Aplica,77,3,31.0,1985.0,1.0,0.3333,12.7447,382.34,4.9655,286.75,1075.31,PEN,0.0829,0.1609,0.2456,0.5105,noche,Ineficiente
REG-00217,VIV-00216,2026-07-01,Argentina,Vivienda,No Aplica,96,5,19.0,1635.0,1.0,0.6667,7.7597,232.79,2.4249,174.59,165860.5,ARS,0.1135,0.1533,0.2209,0.5124,noche,Ineficiente
REG-00218,COM-00217,2026-07-01,Chile,Comercio,Categoria B,64,9,22.0,9270.0,1.0,0.6667,76.0763,2282.29,35.6608,1711.72,1574782.4,CLP,0.0966,0.2888,0.4761,0.1385,tarde,Eficiente
REG-00219,VIV-00218,2026-07-01,Mexico,Vivienda,No Aplica,79,1,26.0,1740.0,1.0,0.6667,8.9173,267.52,3.3863,200.64,3711.84,MXN,0.1554,0.1709,0.1927,0.4809,noche,Ineficiente
REG-00220,COM-00219,2026-07-01,Colombia,Comercio,Categoria C,53,7,20.0,3240.0,1.0,0.5,73.2503,2197.51,41.4625,1648.13,6757333.0,COP,0.222,0.2256,0.2502,0.3023,noche,Eficiente
REG-00221,VIV-00220,2026-07-01,Peru,Vivienda,No Aplica,91,5,21.0,1665.0,1.0,0.6667,7.7017,231.05,2.539,173.29,649.84,PEN,0.1255,0.1899,0.2313,0.4533,noche,Ineficiente
REG-00222,COM-00221,2026-07-01,Brasil,Comercio,Categoria C,78,6,14.0,2415.0,1.0,0.5,54.8763,1646.29,21.1063,1234.72,6729.22,BRL,0.2506,0.2462,0.2418,0.2614,noche,Eficiente
REG-00223,VIV-00222,2026-07-01,Peru,Vivienda,No Aplica,64,6,30.0,1970.0,1.0,0.3333,12.363,370.89,5.7952,278.17,1043.14,PEN,0.1588,0.1209,0.2736,0.4467,noche,Ineficiente
REG-00224,VIV-00223,2026-07-01,Chile,Vivienda,No Aplica,99,1,29.0,1785.0,1.0,0.6667,8.631,258.93,2.6155,194.2,178664.0,CLP,0.156,0.1237,0.2646,0.4557,noche,Ineficiente
REG-00225,COM-00224,2026-07-01,Argentina,Comercio,Categoria C,52,9,31.0,1935.0,1.0,0.5,38.7143,1161.43,22.3352,871.07,827516.5,ARS,0.2608,0.2654,0.2672,0.2066,tarde,Eficiente
REG-00226,VIV-00225,2026-07-01,Argentina,Vivienda,No Aplica,91,4,17.0,1605.0,1.0,0.6667,7.7353,232.06,2.5501,174.05,165347.5,ARS,0.1052,0.1879,0.245,0.4619,noche,Ineficiente
REG-00227,VIV-00226,2026-07-01,Argentina,Vivienda,No Aplica,62,2,31.0,1985.0,1.0,0.3333,13.219,396.57,6.3963,297.43,282558.5,ARS,0.1298,0.1386,0.2065,0.525,noche,Ineficiente
REG-00228,VIV-00227,2026-07-01,Brasil,Vivienda,No Aplica,75,3,27.0,1925.0,1.0,0.3333,12.8887,386.66,5.1555,290.0,1580.5,BRL,0.0967,0.172,0.2029,0.5284,noche,Ineficiente
REG-00229,VIV-00228,2026-07-01,Peru,Vivienda,No Aplica,82,6,29.0,1955.0,1.0,0.3333,13.4037,402.11,4.9038,301.58,1130.92,PEN,0.1165,0.1406,0.2169,0.526,noche,Ineficiente
REG-00230,VIV-00229,2026-07-01,Mexico,Vivienda,No Aplica,77,4,12.0,1700.0,1.0,0.3333,11.2547,337.64,4.3849,253.23,4684.76,MXN,0.1063,0.2025,0.194,0.4973,noche,Ineficiente
REG-00231,VIV-00230,2026-07-01,Colombia,Vivienda,No Aplica,74,5,29.0,1955.0,1.0,0.3333,13.436,403.08,5.447,302.31,1239471.0,COP,0.1598,0.1387,0.2645,0.437,noche,Ineficiente
REG-00232,COM-00231,2026-07-01,Colombia,Comercio,Categoria B,144,2,20.0,9240.0,1.0,0.6667,75.2697,2258.09,15.6812,1693.57,6943637.0,COP,0.09,0.3188,0.4537,0.1375,tarde,Eficiente
REG-00233,COM-00232,2026-07-01,Colombia,Comercio,Categoria C,44,2,31.0,2670.0,1.0,0.5,56.8687,1706.06,38.7741,1279.55,5246155.0,COP,0.2275,0.2319,0.2686,0.272,noche,Eficiente
REG-00234,VIV-00233,2026-07-01,Chile,Vivienda,No Aplica,110,3,32.0,2000.0,1.0,0.3333,13.044,391.32,3.5575,293.49,270010.8,CLP,0.0881,0.2095,0.2179,0.4844,noche,Ineficiente
REG-00235,COM-00234,2026-07-01,Argentina,Comercio,Categoria A,36,12,22.0,1950.0,1.0,1.0,15.174,455.22,12.645,341.42,324349.0,ARS,0.0253,0.4595,0.453,0.0622,manana,Moderado
REG-00236,VIV-00235,2026-07-01,Brasil,Vivienda,No Aplica,127,3,26.0,1740.0,1.0,0.6667,8.064,241.92,1.9049,181.44,988.85,BRL,0.1358,0.1589,0.2507,0.4546,noche,Ineficiente
REG-00237,VIV-00236,2026-07-01,Mexico,Vivienda,No Aplica,53,4,12.0,1530.0,1.0,0.6667,7.059,211.77,3.9957,158.83,2938.36,MXN,0.1088,0.164,0.1882,0.5391,noche,Ineficiente
REG-00238,VIV-00237,2026-07-01,Colombia,Vivienda,No Aplica,140,2,28.0,1940.0,1.0,0.3333,12.466,373.98,2.6713,280.49,1150009.0,COP,0.1243,0.1474,0.2751,0.4532,noche,Ineficiente
